type,status,priority,estimatedHours,budget,expectedViews,expectedClicks,expectedLeads,expectedConversions,expectedCTR,expectedConversionRate,platforms,channel,complexityScore,riskLevel,delayHours,reopenCount,actualDurationHours
DESIGN,TO_DO,LOW,7,210.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,7
SEO,TO_DO,LOW,3,120.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,3
SOCIAL_MEDIA,IN_REVIEW,MEDIUM,16,1100.00,26000,900,45,11,3.46,0.42,"Instagram;Pinterest",Social,3,2,0.00,0,16
CONTENT_CREATION,IN_PROGRESS,HIGH,34,2400.00,38000,1500,85,22,3.95,0.58,YouTube,Video,4,3,0.00,0,34
EMAIL,TO_DO,LOW,2,55.00,1200,50,3,1,4.17,0.25,Email,Email,1,1,0.00,0,2
PPC,IN_PROGRESS,CRITICAL,78,46000.00,700000,35000,1800,450,5.00,0.64,Google,SEM,5,4,0.00,2,78
ANALYTICS,TO_DO,CRITICAL,92,5600.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,5,0.00,0,92
DESIGN,IN_REVIEW,MEDIUM,18,1000.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,18
COPYWRITING,TO_DO,LOW,6,200.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,6
SEO,IN_PROGRESS,HIGH,34,2000.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,34
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,24,2200.00,43000,1650,92,25,3.84,0.58,"Facebook;Instagram",Social,3,2,0.00,0,24
CONTENT_CREATION,TO_DO,MEDIUM,16,920.00,10500,420,28,8,3.81,0.76,Website,Content,3,2,0.00,0,16
EMAIL,IN_REVIEW,LOW,4,150.00,6800,300,18,4,4.41,0.62,Email,Email,2,1,0.00,0,4
PPC,IN_PROGRESS,HIGH,38,12800.00,210000,9500,480,120,4.52,0.57,Google,SEM,5,3,0.00,1,38
ANALYTICS,IN_REVIEW,CRITICAL,64,3600.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,64
DESIGN,IN_PROGRESS,MEDIUM,14,860.00,0,0,0,0,0.00,0.00,Website,Creative,3,2,0.00,0,14
COPYWRITING,IN_PROGRESS,LOW,5,180.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,5
SEO,IN_REVIEW,MEDIUM,18,980.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,18
CAMPAIGN,IN_PROGRESS,HIGH,116,29000.00,480000,22000,1100,280,4.48,0.59,"Facebook;Google",Multi,4,3,0.00,0,116
CONTENT_CREATION,TO_DO,LOW,8,260.00,3600,150,10,3,3.75,0.67,Website,Content,2,1,0.00,0,8
EMAIL,DONE,LOW,3,90.00,5000,210,12,3,4.17,0.60,Email,Email,1,1,0.00,0,3
PPC,IN_PROGRESS,HIGH,56,27000.00,440000,22000,1100,300,4.44,0.56,Google,SEM,5,4,0.00,2,56
DESIGN,IN_REVIEW,MEDIUM,22,1420.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,22
ANALYTICS,IN_PROGRESS,MEDIUM,18,920.00,0,0,0,0,0.00,0.00,Internal,Analytics,3,2,0.00,0,18
SEO,TO_DO,LOW,5,210.00,0,0,0,0,0.00,0.00,Website,Organic,1,1,0.00,0,5
SOCIAL_MEDIA,IN_PROGRESS,HIGH,46,10000.00,180000,8000,420,105,4.44,0.58,"Instagram;TikTok",Social,4,3,0.00,0,46
CONTENT_CREATION,IN_REVIEW,MEDIUM,24,1520.00,23000,950,55,14,4.13,0.61,Website,Content,3,2,0.00,0,24
EMAIL,IN_PROGRESS,MEDIUM,16,1000.00,24000,1150,60,16,4.79,0.67,Email,Email,3,2,0.00,0,16
PPC,TO_DO,MEDIUM,30,7400.00,120000,5400,270,70,4.50,0.56,Display,Programmatic,4,3,0.00,0,30
ANALYTICS,IN_REVIEW,HIGH,34,2100.00,0,0,0,0,0.00,0.00,Website,Performance,4,3,0.00,0,34
DESIGN,TO_DO,LOW,6,190.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,6
SEO,TO_DO,LOW,4,150.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,4
SOCIAL_MEDIA,IN_PROGRESS,HIGH,54,15500.00,300000,13000,650,160,4.33,0.57,"Facebook;LinkedIn",Social,4,3,0.00,0,54
CONTENT_CREATION,TO_DO,MEDIUM,20,1120.00,15000,600,36,10,4.00,0.67,Website,Content,3,2,0.00,0,20
EMAIL,IN_REVIEW,LOW,4,160.00,7000,300,18,4,4.38,0.62,Email,Email,2,1,0.00,0,4
PPC,IN_PROGRESS,HIGH,42,16500.00,270000,12000,600,150,4.29,0.54,Google,SEM,5,3,0.00,1,42
ANALYTICS,TO_DO,CRITICAL,72,4200.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,72
DESIGN,IN_REVIEW,MEDIUM,16,940.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,16
COPYWRITING,TO_DO,LOW,6,200.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,6
SEO,IN_REVIEW,HIGH,30,1700.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,30
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,26,2100.00,42000,1600,90,24,3.81,0.57,"Facebook;Instagram",Social,3,2,0.00,0,26
CONTENT_CREATION,IN_REVIEW,HIGH,38,3100.00,54000,2200,140,36,4.07,0.66,YouTube,Video,4,3,0.00,0,38
EMAIL,IN_PROGRESS,MEDIUM,12,760.00,18000,800,45,11,4.44,0.61,Email,Email,3,2,0.00,0,12
PPC,TO_DO,MEDIUM,26,5600.00,90000,3800,200,50,4.22,0.56,Display,Programmatic,4,3,0.00,0,26
ANALYTICS,IN_PROGRESS,HIGH,30,1600.00,0,0,0,0,0.00,0.00,Website,Conversion,4,3,0.00,0,30
DESIGN,TO_DO,LOW,7,230.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,7
SEO,TO_DO,LOW,4,150.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,4
SOCIAL_MEDIA,IN_PROGRESS,HIGH,48,14200.00,270000,11500,560,150,4.29,0.55,"Instagram;TikTok",Social,4,3,0.00,0,48
CONTENT_CREATION,TO_DO,MEDIUM,18,980.00,13000,480,28,8,3.69,0.61,Website,Content,3,2,0.00,0,18
EMAIL,IN_REVIEW,LOW,4,150.00,7000,300,18,4,4.29,0.57,Email,Email,2,1,0.00,0,4
PPC,IN_PROGRESS,HIGH,46,17000.00,280000,12000,600,150,4.29,0.54,Google,SEM,5,4,0.00,1,46
ANALYTICS,TO_DO,CRITICAL,80,5200.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,5,0.00,0,80
DESIGN,IN_REVIEW,MEDIUM,18,1000.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,18
COPYWRITING,TO_DO,LOW,5,170.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,5
SEO,IN_PROGRESS,HIGH,30,1800.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,30
CAMPAIGN,IN_PROGRESS,HIGH,120,26000.00,420000,18000,900,230,4.29,0.55,"Facebook;Google",Multi,4,3,0.00,0,120
SEO,IN_PROGRESS,MEDIUM,14,850.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,14
CONTENT_CREATION,TO_DO,LOW,6,300.00,4000,160,12,3,4.00,0.75,Website,Content,2,1,0.00,0,6
PPC,IN_REVIEW,HIGH,28,7200.00,90000,4200,200,50,4.67,0.56,Google,SEM,4,3,0.00,0,28
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,12,950.00,22000,900,45,11,4.09,0.50,"Instagram;TikTok",Social,3,2,0.00,0,12
EMAIL,TO_DO,LOW,3,120.00,2500,100,6,2,4.00,0.60,Email,Email,1,1,0.00,0,3
ANALYTICS,IN_REVIEW,CRITICAL,40,2500.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,40
DESIGN,TO_DO,MEDIUM,10,700.00,0,0,0,0,0.00,0.00,Website,Creative,3,2,0.00,0,10
COPYWRITING,IN_PROGRESS,LOW,5,180.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,5
CAMPAIGN,IN_PROGRESS,HIGH,96,15000.00,200000,9000,450,110,4.50,0.55,"Facebook;Google",Multi,4,3,0.00,0,96
CONTENT_CREATION,IN_REVIEW,MEDIUM,18,1200.00,10000,400,25,7,4.00,0.63,YouTube,Video,3,2,0.00,0,18
PPC,TO_DO,MEDIUM,22,4800.00,70000,3000,160,40,4.29,0.57,Display,Programmatic,4,2,0.00,0,22
SOCIAL_MEDIA,DONE,HIGH,26,4200.00,80000,3200,180,45,4.00,0.56,"Facebook;LinkedIn",Social,4,2,0.00,0,26
EMAIL,IN_PROGRESS,MEDIUM,14,900.00,18000,800,45,12,4.44,0.67,Email,Email,3,2,0.00,0,14
ANALYTICS,TO_DO,HIGH,30,1600.00,0,0,0,0,0.00,0.00,Website,Conversion,4,3,0.00,0,30
DESIGN,IN_REVIEW,LOW,6,200.00,0,0,0,0,0.00,0.00,App,Creative,2,1,0.00,0,6
SEO,TO_DO,LOW,4,150.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,4
CONTENT_CREATION,IN_PROGRESS,HIGH,36,2800.00,45000,1700,100,28,3.78,0.62,YouTube,Video,4,3,0.00,0,36
PPC,IN_REVIEW,CRITICAL,64,32000.00,500000,24000,1200,300,4.80,0.60,Google,SEM,5,4,0.00,1,64
SOCIAL_MEDIA,TO_DO,MEDIUM,16,1100.00,26000,900,45,11,3.46,0.42,"Instagram;Pinterest",Social,3,2,0.00,0,16
EMAIL,DONE,LOW,4,100.00,6000,250,15,4,4.17,0.67,Email,Email,2,1,0.00,0,4
ANALYTICS,IN_PROGRESS,CRITICAL,56,3000.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,56
DESIGN,TO_DO,MEDIUM,14,900.00,0,0,0,0,0.00,0.00,Website,Creative,3,2,0.00,0,14
SEO,IN_REVIEW,HIGH,24,1400.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,24
CONTENT_CREATION,TO_DO,LOW,8,320.00,5000,200,15,4,4.00,0.80,Website,Content,2,1,0.00,0,8
PPC,IN_PROGRESS,HIGH,44,18000.00,300000,14000,700,170,4.44,0.57,Google,SEM,5,4,0.00,1,44
SOCIAL_MEDIA,IN_REVIEW,MEDIUM,20,1500.00,35000,1300,70,18,3.71,0.51,"Facebook;Instagram",Social,3,2,0.00,0,20
EMAIL,IN_PROGRESS,MEDIUM,12,700.00,16000,750,40,10,4.29,0.63,Email,Email,3,2,0.00,0,12
ANALYTICS,TO_DO,MEDIUM,10,500.00,0,0,0,0,0.00,0.00,Website,Performance,3,2,0.00,0,10
DESIGN,IN_PROGRESS,LOW,6,180.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,6
SEO,TO_DO,MEDIUM,18,950.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,18
CONTENT_CREATION,IN_REVIEW,HIGH,28,2000.00,30000,1200,70,18,4.00,0.60,YouTube,Video,4,3,0.00,0,28
PPC,TO_DO,MEDIUM,26,5200.00,85000,3600,180,45,4.24,0.53,Display,Programmatic,4,2,0.00,0,26
SOCIAL_MEDIA,IN_PROGRESS,HIGH,34,5600.00,95000,3800,210,52,4.00,0.55,"Facebook;LinkedIn",Social,4,3,0.00,0,34
EMAIL,IN_REVIEW,LOW,3,80.00,4000,150,8,2,3.75,0.50,Email,Email,1,1,0.00,0,3
ANALYTICS,IN_PROGRESS,HIGH,22,1200.00,0,0,0,0,0.00,0.00,Internal,Analytics,4,3,0.00,0,22
DESIGN,TO_DO,LOW,5,120.00,0,0,0,0,0.00,0.00,Display,Creative,1,1,0.00,0,5
SEO,IN_REVIEW,MEDIUM,16,820.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,16
CONTENT_CREATION,IN_PROGRESS,MEDIUM,20,1100.00,15000,600,35,9,3.89,0.61,Website,Content,3,2,0.00,0,20
PPC,IN_REVIEW,HIGH,36,12500.00,210000,9500,480,120,4.52,0.57,Google,SEM,5,3,0.00,1,36
SOCIAL_MEDIA,TO_DO,MEDIUM,12,900.00,22000,700,35,9,3.46,0.41,"TikTok;Instagram",Social,3,2,0.00,0,12
EMAIL,IN_PROGRESS,MEDIUM,15,950.00,21000,900,50,13,4.50,0.62,Email,Email,3,2,0.00,0,15
ANALYTICS,IN_REVIEW,CRITICAL,68,4200.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,68
DESIGN,IN_PROGRESS,MEDIUM,18,980.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,18
SEO,TO_DO,LOW,4,140.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,4
CONTENT_CREATION,IN_REVIEW,LOW,9,420.00,6000,240,18,5,4.00,0.60,Website,Content,2,1,0.00,0,9
PPC,IN_PROGRESS,HIGH,52,24000.00,360000,16000,800,200,4.44,0.56,Google,SEM,5,4,0.00,1,52
SOCIAL_MEDIA,IN_REVIEW,MEDIUM,18,1250.00,30000,1100,55,14,3.71,0.47,"LinkedIn;Twitter",Social,3,2,0.00,0,18
EMAIL,TO_DO,LOW,2,50.00,1200,50,3,1,4.00,0.25,Email,Email,1,1,0.00,0,2
ANALYTICS,IN_PROGRESS,HIGH,34,2100.00,0,0,0,0,0.00,0.00,Website,Performance,4,3,0.00,0,34
DESIGN,TO_DO,LOW,6,200.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,6
SEO,IN_REVIEW,HIGH,30,1700.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,30
CONTENT_CREATION,TO_DO,MEDIUM,24,1400.00,20000,800,50,12,4.00,0.60,Website,Content,3,2,0.00,0,24
PPC,IN_PROGRESS,MEDIUM,28,6400.00,100000,4200,210,55,4.20,0.53,Display,Programmatic,4,3,0.00,0,28
SOCIAL_MEDIA,IN_PROGRESS,HIGH,46,9800.00,170000,7600,380,95,4.47,0.56,"Instagram;TikTok",Social,4,3,0.00,0,46
EMAIL,IN_REVIEW,MEDIUM,11,640.00,16000,700,40,10,4.38,0.63,Email,Email,3,2,0.00,0,11
ANALYTICS,TO_DO,CRITICAL,80,5200.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,5,0.00,0,80
DESIGN,IN_REVIEW,MEDIUM,20,1100.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,20
SEO,TO_DO,LOW,5,200.00,0,0,0,0,0.00,0.00,Website,Organic,1,1,0.00,0,5
CONTENT_CREATION,IN_PROGRESS,HIGH,40,3200.00,60000,2400,140,36,4.00,0.60,YouTube,Video,4,3,0.00,0,40
PPC,IN_REVIEW,CRITICAL,90,60000.00,900000,45000,2400,600,5.00,0.67,Google,SEM,5,4,0.00,2,90
SOCIAL_MEDIA,TO_DO,MEDIUM,14,1000.00,30000,1200,60,15,4.00,0.50,"Facebook;Twitter",Social,3,2,0.00,0,14
EMAIL,IN_PROGRESS,LOW,3,95.00,2800,110,6,2,4.00,0.64,Email,Email,1,1,0.00,0,3
ANALYTICS,IN_REVIEW,HIGH,26,1500.00,0,0,0,0,0.00,0.00,Website,Conversion,4,3,0.00,0,26
DESIGN,TO_DO,LOW,7,230.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,7
SEO,IN_PROGRESS,MEDIUM,22,1250.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,22
CONTENT_CREATION,IN_REVIEW,MEDIUM,21,1150.00,14000,520,30,9,3.71,0.64,Website,Content,3,2,0.00,0,21
PPC,TO_DO,MEDIUM,24,4200.00,70000,3000,160,40,4.29,0.57,Display,Programmatic,4,2,0.00,0,24
SOCIAL_MEDIA,IN_PROGRESS,HIGH,38,7600.00,140000,6000,340,85,4.29,0.61,"Facebook;LinkedIn",Social,4,3,0.00,0,38
EMAIL,IN_REVIEW,MEDIUM,13,780.00,19000,850,48,12,4.47,0.63,Email,Email,3,2,0.00,0,13
ANALYTICS,TO_DO,HIGH,36,1800.00,0,0,0,0,0.00,0.00,Internal,Analytics,4,3,0.00,0,36
DESIGN,IN_PROGRESS,MEDIUM,18,950.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,18
SEO,IN_REVIEW,HIGH,32,1700.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,32
CONTENT_CREATION,TO_DO,LOW,6,240.00,3000,120,9,2,4.00,0.67,Website,Content,2,1,0.00,0,6
PPC,IN_PROGRESS,HIGH,58,30000.00,480000,22000,1100,280,4.40,0.58,Google,SEM,5,4,0.00,2,58
SOCIAL_MEDIA,IN_REVIEW,MEDIUM,19,1200.00,28000,1000,50,12,3.89,0.45,"Instagram;TikTok",Social,3,2,0.00,0,19
EMAIL,TO_DO,LOW,2,60.00,1500,60,4,1,4.00,0.27,Email,Email,1,1,0.00,0,2
ANALYTICS,IN_PROGRESS,CRITICAL,100,9000.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,5,0.00,0,100
DESIGN,IN_REVIEW,MEDIUM,16,920.00,0,0,0,0,0.00,0.00,Website,Creative,3,2,0.00,0,16
SEO,TO_DO,LOW,4,170.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,4
CONTENT_CREATION,IN_PROGRESS,HIGH,44,3400.00,60000,2400,140,36,4.00,0.60,YouTube,Video,4,3,0.00,0,44
PPC,IN_REVIEW,MEDIUM,26,5200.00,85000,3600,180,45,4.24,0.53,Display,Programmatic,4,3,0.00,0,26
SOCIAL_MEDIA,TO_DO,MEDIUM,15,1000.00,26000,1000,50,12,3.83,0.50,"Facebook;Twitter",Social,3,2,0.00,0,15
EMAIL,IN_PROGRESS,MEDIUM,10,600.00,15000,700,40,10,4.38,0.67,Email,Email,3,2,0.00,0,10
ANALYTICS,IN_REVIEW,HIGH,28,1400.00,0,0,0,0,0.00,0.00,Website,Performance,4,3,0.00,0,28
DESIGN,TO_DO,LOW,5,130.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,5
SEO,IN_PROGRESS,MEDIUM,20,1100.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,20
CAMPAIGN,IN_PROGRESS,HIGH,110,28000.00,460000,20000,1000,260,4.52,0.62,"Facebook;Google",Multi,4,3,0.00,0,110
CAMPAIGN,IN_PROGRESS,HIGH,68,12000.00,180000,8000,400,100,4.44,0.56,"Facebook;Instagram",Multi,4,3,0.00,0,68
CONTENT_CREATION,TO_DO,MEDIUM,12,520.00,7000,280,18,5,4.00,0.64,Website,Content,3,2,0.00,0,12
SEO,IN_REVIEW,MEDIUM,20,1100.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,20
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,14,900.00,24000,950,48,12,3.83,0.50,"Instagram;TikTok",Social,3,2,0.00,0,14
EMAIL,TO_DO,LOW,3,70.00,2200,90,6,2,4.09,0.36,Email,Email,1,1,0.00,0,3
PPC,IN_PROGRESS,HIGH,36,12500.00,200000,9000,450,110,4.50,0.55,Google,SEM,5,3,0.00,1,36
ANALYTICS,IN_REVIEW,CRITICAL,44,2600.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,44
DESIGN,TO_DO,MEDIUM,10,780.00,0,0,0,0,0.00,0.00,Website,Creative,3,2,0.00,0,10
COPYWRITING,IN_PROGRESS,LOW,6,200.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,6
PPC,IN_REVIEW,MEDIUM,22,3400.00,48000,1900,95,24,3.96,0.50,Display,Programmatic,4,2,0.00,0,22
SOCIAL_MEDIA,DONE,HIGH,30,5200.00,90000,3600,180,45,4.00,0.50,"Facebook;LinkedIn",Social,4,2,0.00,0,30
CONTENT_CREATION,IN_PROGRESS,HIGH,34,2600.00,42000,1600,95,26,3.81,0.62,YouTube,Video,4,3,0.00,0,34
EMAIL,IN_REVIEW,MEDIUM,9,540.00,15000,700,40,10,4.33,0.60,Email,Email,3,2,0.00,0,9
DESIGN,TO_DO,LOW,5,140.00,0,0,0,0,0.00,0.00,Display,Creative,2,1,0.00,0,5
ANALYTICS,TO_DO,HIGH,28,1500.00,0,0,0,0,0.00,0.00,Website,Conversion,4,3,0.00,0,28
SEO,IN_PROGRESS,MEDIUM,16,820.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,16
CAMPAIGN,TO_DO,CRITICAL,200,26000.00,380000,17000,900,230,4.47,0.61,"Facebook;Google",Multi,5,4,0.00,0,200
CONTENT_CREATION,TO_DO,LOW,4,170.00,1800,70,6,2,3.89,0.67,Website,Content,2,1,0.00,0,4
EMAIL,DONE,LOW,3,95.00,5200,220,12,3,4.17,0.60,Email,Email,1,1,0.00,0,3
PPC,IN_PROGRESS,HIGH,48,18000.00,300000,14000,700,170,4.44,0.57,Google,SEM,5,4,0.00,1,48
DESIGN,IN_REVIEW,MEDIUM,20,1200.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,20
ANALYTICS,IN_PROGRESS,MEDIUM,16,760.00,0,0,0,0,0.00,0.00,Internal,Analytics,3,2,0.00,0,16
SEO,TO_DO,LOW,6,210.00,0,0,0,0,0.00,0.00,Website,Organic,1,1,0.00,0,6
SOCIAL_MEDIA,IN_PROGRESS,HIGH,40,9000.00,160000,7000,380,95,4.38,0.59,"Instagram;TikTok",Social,4,3,0.00,0,40
CONTENT_CREATION,IN_REVIEW,MEDIUM,22,1350.00,19000,750,42,11,3.95,0.58,Website,Content,3,2,0.00,0,22
EMAIL,IN_PROGRESS,MEDIUM,14,820.00,20000,900,50,13,4.50,0.65,Email,Email,3,2,0.00,0,14
PPC,TO_DO,MEDIUM,26,4800.00,85000,3600,180,45,4.24,0.53,Display,Programmatic,4,2,0.00,0,26
ANALYTICS,IN_REVIEW,HIGH,32,1800.00,0,0,0,0,0.00,0.00,Website,Performance,4,3,0.00,0,32
DESIGN,TO_DO,LOW,7,210.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,7
SEO,TO_DO,LOW,3,120.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,3
SOCIAL_MEDIA,IN_REVIEW,MEDIUM,16,1100.00,26000,900,45,11,3.46,0.42,"Instagram;Pinterest",Social,3,2,0.00,0,16
CONTENT_CREATION,IN_PROGRESS,HIGH,36,2400.00,38000,1500,85,22,3.95,0.58,YouTube,Video,4,3,0.00,0,36
EMAIL,TO_DO,LOW,2,55.00,1200,50,3,1,4.17,0.25,Email,Email,1,1,0.00,0,2
PPC,IN_PROGRESS,CRITICAL,78,46000.00,700000,35000,1800,450,5.00,0.64,Google,SEM,5,4,0.00,2,78
ANALYTICS,TO_DO,CRITICAL,92,5600.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,5,0.00,0,92
DESIGN,IN_REVIEW,MEDIUM,18,1000.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,18
COPYWRITING,TO_DO,LOW,6,200.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,6
SEO,IN_PROGRESS,HIGH,34,2000.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,34
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,24,2200.00,43000,1650,92,25,3.84,0.58,"Facebook;Instagram",Social,3,2,0.00,0,24
CONTENT_CREATION,TO_DO,MEDIUM,16,920.00,10500,420,28,8,3.81,0.76,Website,Content,3,2,0.00,0,16
EMAIL,IN_REVIEW,LOW,4,150.00,6800,300,18,4,4.41,0.62,Email,Email,2,1,0.00,0,4
PPC,IN_PROGRESS,HIGH,38,12800.00,210000,9500,480,120,4.52,0.57,Google,SEM,5,3,0.00,1,38
ANALYTICS,IN_REVIEW,CRITICAL,64,3600.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,64
DESIGN,IN_PROGRESS,MEDIUM,14,860.00,0,0,0,0,0.00,0.00,Website,Creative,3,2,0.00,0,14
COPYWRITING,IN_PROGRESS,LOW,5,180.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,5
SEO,IN_REVIEW,MEDIUM,18,980.00,0,0,0,0,0.00,0.00,Website,Organic,3,2,0.00,0,18
CAMPAIGN,IN_PROGRESS,HIGH,116,29000.00,480000,22000,1100,280,4.48,0.59,"Facebook;Google",Multi,4,3,0.00,0,116
CONTENT_CREATION,TO_DO,LOW,8,260.00,3600,150,10,3,3.75,0.67,Website,Content,2,1,0.00,0,8
EMAIL,DONE,LOW,3,90.00,5000,210,12,3,4.17,0.60,Email,Email,1,1,0.00,0,3
PPC,IN_PROGRESS,HIGH,56,27000.00,440000,22000,1100,300,4.44,0.56,Google,SEM,5,4,0.00,2,56
DESIGN,IN_REVIEW,MEDIUM,22,1420.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,22
ANALYTICS,IN_PROGRESS,MEDIUM,18,920.00,0,0,0,0,0.00,0.00,Internal,Analytics,3,2,0.00,0,18
SEO,TO_DO,LOW,5,210.00,0,0,0,0,0.00,0.00,Website,Organic,1,1,0.00,0,5
SOCIAL_MEDIA,IN_PROGRESS,HIGH,46,10000.00,180000,8000,420,105,4.44,0.58,"Instagram;TikTok",Social,4,3,0.00,0,46
CONTENT_CREATION,IN_REVIEW,MEDIUM,24,1520.00,23000,950,55,14,4.13,0.61,Website,Content,3,2,0.00,0,24
EMAIL,IN_PROGRESS,MEDIUM,16,1000.00,24000,1150,60,16,4.79,0.67,Email,Email,3,2,0.00,0,16
PPC,TO_DO,MEDIUM,30,7400.00,120000,5400,270,70,4.50,0.56,Display,Programmatic,4,3,0.00,0,30
ANALYTICS,IN_REVIEW,HIGH,34,2100.00,0,0,0,0,0.00,0.00,Website,Performance,4,3,0.00,0,34
DESIGN,TO_DO,LOW,6,190.00,0,0,0,0,0.00,0.00,Website,Creative,2,1,0.00,0,6
SEO,TO_DO,LOW,4,150.00,0,0,0,0,0.00,0.00,Google,Local,1,1,0.00,0,4
SOCIAL_MEDIA,IN_PROGRESS,HIGH,54,15500.00,300000,13000,650,160,4.33,0.57,"Facebook;LinkedIn",Social,4,3,0.00,0,54
CONTENT_CREATION,TO_DO,MEDIUM,20,1120.00,15000,600,36,10,4.00,0.67,Website,Content,3,2,0.00,0,20
EMAIL,IN_REVIEW,LOW,4,160.00,7000,300,18,4,4.38,0.62,Email,Email,2,1,0.00,0,4
PPC,IN_PROGRESS,HIGH,42,16500.00,270000,12000,600,150,4.29,0.54,Google,SEM,5,3,0.00,1,42
ANALYTICS,TO_DO,CRITICAL,72,4200.00,0,0,0,0,0.00,0.00,Internal,Analytics,5,4,0.00,0,72
DESIGN,IN_REVIEW,MEDIUM,16,940.00,0,0,0,0,0.00,0.00,App,Creative,3,2,0.00,0,16
COPYWRITING,TO_DO,LOW,6,200.00,0,0,0,0,0.00,0.00,Website,Content,2,1,0.00,0,6
SEO,IN_REVIEW,HIGH,30,1700.00,0,0,0,0,0.00,0.00,Website,Organic,4,3,0.00,0,30
SOCIAL_MEDIA,IN_PROGRESS,MEDIUM,26,2100.00,42000,1600,90,24,3.81,0.57,"Facebook;Instagram",Social,3,2,0.00,0,26
CONTENT_CREATION,IN_REVIEW,HIGH,38,3100.00,54000,2200,140,36,4.07,0.66,YouTube,Video,4,3,0.00,0,38
EMAIL,IN_PROGRESS,MEDIUM,12,760.00,18000,800,45,11,4.44,0.61,Email,Email,3,2,0.00,0,12
